DATE,unrate,psr,m2,dspic,pce,ir,ffer,indpro,ccpi
2004-09-01,5.4,4.4,6335.775,10701.4,8341.5,4.125714286,1.605,93.9393,197.5
2004-10-01,5.5,4.3,6350.3,10707.4,8397.1,4.097,1.760967742,94.8012,197.9
2004-11-01,5.4,3.8,6394.1,10677.3,8444.5,4.194,1.932,95.0379,198.3
2004-12-01,5.4,6.6,6447.325,11072.9,8504.4,4.230909091,2.156129032,95.7433,198.6
2005-01-01,5.3,3.2,6406.1,10670.3,8497.7,4.2215,2.279354839,96.1164,199.0
2005-02-01,5.4,2.9,6404.625,10677.1,8559.1,4.165263158,2.501785714,96.82,199.4
2005-03-01,5.2,3.1,6462.9,10717.4,8598.4,4.497727273,2.629032258,96.6725,200.1
2005-04-01,5.2,2.7,6517.4,10751.9,8678.4,4.340952381,2.785,96.8638,200.2
2005-05-01,5.1,3.2,6452.98,10799.8,8671.6,4.144285714,3.002580645,96.9622,200.5
2005-06-01,5.0,2.6,6512.525,10824.4,8753.4,3.998181818,3.035666667,97.353,200.6
2005-07-01,5.0,2.1,6527.625,10839.0,8853.8,4.1775,3.262580645,97.0425,200.9
2005-08-01,4.9,2.6,6547.3,10856.6,8850.1,4.262608696,3.499677419,97.3856,201.1
2005-09-01,5.0,2.7,6587.775,10815.7,8900.4,4.199047619,3.623,95.509,201.3
2005-10-01,5.0,2.9,6607.14,10870.2,8938.5,4.4635,3.779354839,96.6445,202.0
2005-11-01,5.0,3.2,6654.55,10937.8,8946.2,4.535,3.999,97.6736,202.5
2005-12-01,4.9,3.1,6700.7,10976.2,8981.1,4.467142857,4.157096774,98.2108,202.8
2006-01-01,4.7,3.7,6708.14,11096.7,9071.6,4.416,4.28516129,98.3353,203.2
2006-02-01,4.8,3.9,6719.0,11151.4,9096.0,4.568947368,4.491428571,98.3412,203.6
2006-03-01,4.7,4.1,6792.825,11195.7,9132.9,4.723913043,4.589354839,98.5915,204.3
2006-04-01,4.7,3.8,6868.325,11190.3,9191.6,4.990526316,4.790333333,98.9042,204.8
2006-05-01,4.6,3.6,6792.16,11182.7,9231.8,5.11,4.940322581,98.8999,205.4
2006-06-01,4.6,3.7,6850.15,11198.2,9259.6,5.106363636,4.991,99.209,205.9
2006-07-01,4.7,3.1,6867.74,11196.3,9343.8,5.0875,5.23516129,99.1473,206.3
2006-08-01,4.7,3.3,6891.225,11189.6,9342.2,4.876521739,5.246451613,99.5815,206.8
2006-09-01,4.5,3.2,6918.425,11252.3,9375.4,4.719,5.254666667,99.4133,207.2
2006-10-01,4.4,3.2,6950.72,11306.0,9393.6,4.729047619,5.24516129,99.2931,207.6
2006-11-01,4.5,3.6,7022.425,11353.1,9400.2,4.595238095,5.245666667,99.2376,207.8
2006-12-01,4.4,3.5,7084.1,11406.8,9488.3,4.5645,5.238064516,100.2526,208.1
2007-01-01,4.6,3.2,7102.6,11403.7,9538.7,4.75952381,5.248387097,99.86,208.6
2007-02-01,4.5,3.6,7103.375,11439.6,9566.0,4.722631579,5.258928571,100.8096,209.135
2007-03-01,4.4,3.9,7191.45,11475.0,9611.7,4.564545455,5.256774194,101.0257,209.418
2007-04-01,4.5,3.8,7287.68,11490.1,9643.6,4.693809524,5.249666667,101.7497,209.747
2007-05-01,4.4,3.6,7238.375,11495.5,9685.8,4.746363636,5.253548387,101.8148,210.058
2007-06-01,4.6,3.5,7280.6,11488.4,9706.8,5.102857143,5.254,101.8424,210.392
2007-07-01,4.7,3.4,7282.82,11500.4,9751.1,5.004285714,5.258387097,101.7209,210.773
2007-08-01,4.6,3.1,7342.675,11506.2,9798.9,4.674782609,5.022258065,101.9639,211.119
2007-09-01,4.7,3.1,7370.45,11527.1,9845.1,4.521578947,4.938,102.2023,211.554
2007-10-01,4.7,3.0,7368.9,11523.6,9882.7,4.527727273,4.755483871,101.8873,212.077
2007-11-01,4.7,2.8,7430.175,11512.3,9955.9,4.1485,4.486666667,102.4717,212.66
2007-12-01,5.0,3.2,7494.38,11552.1,9972.8,4.0975,4.244516129,102.4621,213.168
2008-01-01,5.0,3.2,7500.8,11553.4,9996.4,3.744285714,3.940322581,102.3148,213.771
2008-02-01,4.9,3.6,7568.8,11547.6,9981.7,3.7375,2.980689655,101.9384,213.939
2008-03-01,5.1,3.4,7704.06,11545.3,10035.3,3.51,2.610322581,101.5904,214.42
2008-04-01,5.0,2.9,7772.725,11500.7,10070.3,3.675,2.278333333,100.9098,214.56
2008-05-01,5.4,7.3,7700.65,12060.9,10132.3,3.88,1.978387097,100.3073,214.936
2008-06-01,5.6,5.1,7726.44,11755.3,10187.1,4.09952381,2.001,100.0853,215.424
2008-07-01,5.8,4.0,7745.125,11574.0,10185.1,4.007727273,2.009677419,99.6124,215.965
2008-08-01,6.1,3.5,7741.4,11506.9,10175.7,3.885714286,1.996451613,98.0601,216.393
2008-09-01,6.1,4.3,7793.8,11531.5,10116.4,3.686190476,1.811666667,93.8451,216.713
2008-10-01,6.5,5.2,7920.85,11616.7,10034.1,3.814090909,0.969354839,94.7036,216.788
2008-11-01,6.8,6.3,7981.175,11713.8,9885.2,3.526666667,0.387666667,93.4737,216.947
2008-12-01,7.3,6.2,8198.52,11655.4,9801.5,2.416363636,0.15516129,90.825,216.925
2009-01-01,7.8,6.2,8282.7,11718.0,9847.2,2.5175,0.154193548,88.583,217.346
2009-02-01,8.3,5.6,8284.2,11598.7,9824.5,2.87,0.222142857,88.0069,217.792
2009-03-01,8.7,5.9,8424.46,11593.4,9773.2,2.819545455,0.180645161,86.6045,218.253
2009-04-01,9.0,6.6,8446.65,11660.2,9772.5,2.927142857,0.150333333,85.9406,218.706
2009-05-01,9.4,7.9,8419.25,11826.7,9791.6,3.293,0.177419355,85.0635,218.904
2009-06-01,9.5,6.2,8436.48,11610.9,9852.4,3.721818182,0.206333333,84.7841,219.112
2009-07-01,9.5,5.5,8408.525,11560.4,9886.3,3.562272727,0.155806452,85.7471,219.263
2009-08-01,9.6,4.5,8382.26,11538.6,10004.1,3.587142857,0.160322581,86.7094,219.496
2009-09-01,9.8,5.6,8394.4,11573.1,9927.8,3.401904762,0.146666667,87.4072,219.92
2009-10-01,10.0,5.2,8419.425,11538.1,9976.7,3.387619048,0.118064516,87.6595,220.501
2009-11-01,9.9,5.6,8487.18,11571.0,9985.7,3.402631579,0.119,88.0061,220.666
2009-12-01,9.9,5.6,8543.825,11630.0,10052.6,3.59,0.118064516,88.2819,220.881
2010-01-01,9.8,5.9,8476.375,11644.6,10056.1,3.733157895,0.11,89.2744,220.633
2010-02-01,9.8,5.6,8484.85,11655.6,10093.4,3.691052632,0.126428571,89.5648,220.731
2010-03-01,9.9,5.6,8563.8,11702.1,10156.0,3.727391304,0.164516129,90.2296,220.783
2010-04-01,9.9,6.2,8609.2,11799.8,10182.3,3.846818182,0.198333333,90.5689,220.822
2010-05-01,9.6,6.7,8575.44,11887.9,10210.8,3.42,0.200645161,91.8247,220.962
2010-06-01,9.4,6.5,8606.75,11895.0,10231.3,3.204090909,0.176666667,92.007,221.194
2010-07-01,9.4,6.4,8575.4,11910.8,10268.1,3.011428571,0.182580645,92.3967,221.363
2010-08-01,9.5,6.5,8599.34,11949.7,10307.1,2.698636364,0.189354839,92.7118,221.509
2010-09-01,9.5,6.5,8648.3,11949.4,10327.1,2.647619048,0.194666667,92.9252,221.711
2010-10-01,9.4,6.3,8701.2,11950.4,10386.4,2.54,0.191290323,92.7115,221.83
2010-11-01,9.8,6.1,8759.98,11960.5,10433.6,2.763,0.194333333,92.7535,222.149
2010-12-01,9.3,6.5,8850.025,12030.1,10471.0,3.290909091,0.183225806,93.6492,222.343
2011-01-01,9.1,6.9,8850.32,12084.4,10514.3,3.394,0.168387097,93.4768,222.803
2011-02-01,9.0,7.2,8884.425,12117.0,10540.6,3.576315789,0.156785714,93.0617,223.213
2011-03-01,9.0,6.6,8996.0,12083.3,10619.7,3.414347826,0.138709677,94.0244,223.454
2011-04-01,9.1,6.6,9061.85,12061.3,10652.1,3.455,0.098,93.7011,223.727
2011-05-01,9.0,6.5,9015.62,12043.2,10672.2,3.168571429,0.093870968,93.849,224.175
2011-06-01,9.1,6.7,9100.45,12087.9,10694.8,3.002272727,0.092,94.0844,224.697
2011-07-01,9.0,6.9,9235.6,12128.6,10731.6,3.003,0.070967742,94.5881,225.218
2011-08-01,9.0,6.9,9442.44,12120.6,10750.3,2.303043478,0.095806452,95.1605,225.862
2011-09-01,9.0,6.5,9495.175,12104.0,10783.2,1.975238095,0.084,95.0855,226.118
2011-10-01,8.8,6.5,9541.86,12117.0,10802.9,2.152,0.070645161,95.6902,226.506
2011-11-01,8.6,6.6,9630.4,12112.6,10806.8,2.0135,0.081,95.7307,226.899
2011-12-01,8.5,7.5,9706.85,12227.3,10817.8,1.978095238,0.071612903,96.2047,227.405
2012-01-01,8.3,7.8,9766.34,12311.1,10896.8,1.9665,0.081935484,96.7772,227.877
2012-02-01,8.3,7.8,9778.7,12384.8,10987.2,1.9675,0.103793103,97.051,228.034
2012-03-01,8.2,8.2,9889.475,12431.1,10993.9,2.172727273,0.126774194,96.5714,228.478
2012-04-01,8.2,8.5,9945.06,12486.5,11018.5,2.052857143,0.139333333,97.3139,228.905
2012-05-01,8.2,8.6,9880.8,12490.2,11006.8,1.803181818,0.155806452,97.4669,229.224
2012-06-01,8.2,8.6,9948.425,12482.6,10989.8,1.622380952,0.161666667,97.4577,229.623
2012-07-01,8.2,7.8,9997.74,12396.5,11016.8,1.526666667,0.156451613,97.6786,229.97
2012-08-01,8.1,7.6,10061.025,12364.4,11056.0,1.67826087,0.132258065,97.2842,230.233
2012-09-01,7.8,8.1,10148.375,12453.3,11105.3,1.723157895,0.144333333,97.2295,230.659
2012-10-01,7.8,8.7,10225.74,12538.2,11137.4,1.746190476,0.158387097,97.5344,231.024
2012-11-01,7.7,9.5,10338.625,12702.9,11178.4,1.654,0.160666667,97.9837,231.33
2012-12-01,7.9,11.6,10510.3,13011.6,11181.2,1.719,0.164516129,98.2122,231.725
2013-01-01,8.0,5.9,10513.6,12258.9,11245.8,1.914761905,0.142580645,98.1664,232.229
2013-02-01,7.7,5.6,10467.25,12224.9,11282.1,1.984210526,0.145,98.6458,232.569
2013-03-01,7.5,5.9,10592.3,12262.1,11268.9,1.9575,0.143548387,99.0597,232.794
2013-04-01,7.6,6.2,10665.54,12299.0,11259.3,1.759090909,0.145,98.9927,232.832
2013-05-01,7.5,6.4,10572.65,12358.6,11295.1,1.928181818,0.109032258,99.0726,232.996
2013-06-01,7.5,6.5,10631.175,12361.7,11318.5,2.3,0.093666667,99.2065,233.35
2013-07-01,7.3,6.3,10674.86,12350.6,11346.8,2.582272727,0.092580645,98.9204,233.88
2013-08-01,7.2,6.4,10728.225,12379.6,11376.9,2.737272727,0.082903226,99.4996,234.336
2013-09-01,7.2,6.5,10796.5,12431.5,11413.9,2.8095,0.08,100.0568,234.7
2013-10-01,7.2,6.0,10929.8,12395.1,11465.2,2.615909091,0.087096774,99.9168,234.921
2013-11-01,6.9,5.8,10962.85,12426.2,11531.3,2.718421053,0.084333333,100.1762,235.359
2013-12-01,6.7,6.0,11086.38,12452.7,11558.6,2.901904762,0.08516129,100.3658,235.759
2014-01-01,6.6,6.7,11108.375,12513.3,11543.7,2.858095238,0.071612903,100.038,235.961
2014-02-01,6.7,6.6,11134.55,12579.5,11615.4,2.709473684,0.066428571,100.7918,236.185
2014-03-01,6.7,6.7,11263.46,12648.6,11695.2,2.723333333,0.078064516,101.7782,236.625
2014-04-01,6.2,6.9,11335.375,12699.0,11737.4,2.705238095,0.090333333,101.8337,237.072
2014-05-01,6.3,7.1,11262.225,12745.0,11778.6,2.559047619,0.087096774,102.2325,237.529
2014-06-01,6.1,7.1,11331.98,12797.2,11838.0,2.598571429,0.095666667,102.5722,237.837
2014-07-01,6.2,7.2,11388.7,12835.1,11879.2,2.542272727,0.090967742,102.8479,238.195
2014-08-01,6.1,7.0,11416.875,12896.3,11958.8,2.42,0.088064516,102.6491,238.405
2014-09-01,5.9,7.2,11456.24,12938.8,11964.9,2.534285714,0.088333333,102.9858,238.786
2014-10-01,5.7,7.1,11540.4,12995.3,12035.5,2.304090909,0.089032258,102.9911,239.191
2014-11-01,5.8,7.3,11592.9,13062.8,12058.4,2.325555556,0.092,103.6669,239.458
2014-12-01,5.6,7.7,11736.14,13150.5,12067.6,2.207272727,0.122580645,103.6139,239.584
2015-01-01,5.7,8.0,11759.1,13224.7,12036.5,1.8815,0.11483871,102.8479,239.811
2015-02-01,5.5,8.1,11818.575,13271.8,12083.1,1.975263158,0.110714286,102.2292,240.172
2015-03-01,5.4,7.7,11943.02,13233.7,12132.2,2.042727273,0.112903226,101.8945,240.755
2015-04-01,5.4,7.6,12020.125,13262.8,12170.3,1.935,0.124666667,101.2859,241.346
2015-05-01,5.6,7.5,11896.35,13284.7,12233.6,2.1975,0.123225806,100.8408,241.688
2015-06-01,5.3,7.4,11950.48,13292.7,12270.3,2.363636364,0.129,100.5063,242.064
2015-07-01,5.2,7.3,12013.4,13324.1,12327.5,2.324545455,0.130322581,101.1831,242.565
2015-08-01,5.1,7.3,12059.78,13354.9,12359.3,2.167142857,0.138064516,100.9115,242.817
2015-09-01,5.0,7.4,12135.95,13392.0,12356.4,2.172857143,0.136,100.568,243.316
2015-10-01,5.0,7.5,12155.05,13419.8,12362.3,2.07,0.123548387,100.1588,243.768
2015-11-01,5.1,7.3,12285.08,13417.7,12397.5,2.263157895,0.117666667,99.4099,244.241
2015-12-01,5.0,7.4,12419.675,13482.0,12432.8,2.242727273,0.240645161,98.8329,244.547
2016-01-01,4.8,7.7,12481.225,13531.6,12452.1,2.085263158,0.342903226,99.4797,244.955
2016-02-01,4.9,7.2,12502.32,13546.1,12526.3,1.7795,0.375172414,98.9583,245.51
2016-03-01,5.0,7.6,12676.075,13547.2,12506.8,1.889090909,0.362258065,98.1954,245.913
2016-04-01,5.1,7.2,12788.825,13522.0,12586.0,1.805238095,0.365333333,98.4673,246.551
2016-05-01,4.8,6.9,12701.48,13515.1,12624.4,1.806190476,0.36516129,98.2889,247.137
2016-06-01,4.9,6.6,12783.65,13521.5,12701.7,1.644090909,0.377666667,98.7201,247.54
2016-07-01,4.8,6.8,12839.225,13567.1,12720.6,1.504,0.391612903,98.8992,247.829
2016-08-01,4.9,6.8,12930.3,13578.9,12749.8,1.556521739,0.396774194,98.7249,248.423
2016-09-01,5.0,6.8,13012.9,13608.3,12806.8,1.63047619,0.396333333,98.606,248.842
2016-10-01,4.9,6.9,13071.66,13627.7,12828.1,1.7645,0.396451613,98.6703,249.142
2016-11-01,4.7,7.0,13191.775,13657.8,12853.6,2.142,0.406666667,98.2288,249.481
2016-12-01,4.7,6.5,13285.6,13685.3,12962.9,2.491904762,0.54,98.8958,249.92
2017-01-01,4.7,6.9,13293.72,13742.1,13015.1,2.4325,0.649677419,98.7446,250.462
2017-02-01,4.6,7.2,13300.475,13792.3,13034.7,2.418947368,0.656785714,98.3676,250.903
2017-03-01,4.4,7.2,13481.275,13851.3,13089.6,2.48173913,0.786129032,99.1065,250.836
2017-04-01,4.5,7.2,13589.875,13869.6,13127.7,2.297368421,0.896,100.0363,251.252
2017-05-01,4.4,7.8,13467.34,13962.6,13128.7,2.303636364,0.907419355,100.147,251.488
2017-06-01,4.3,7.5,13520.975,13963.5,13176.8,2.186818182,1.04,100.3042,251.822
2017-07-01,4.3,7.6,13578.76,13999.9,13198.3,2.318,1.150645161,100.2092,252.047
2017-08-01,4.4,7.6,13654.1,14015.8,13241.0,2.209130435,1.157096774,99.7055,252.597
2017-09-01,4.2,7.3,13699.95,14030.9,13365.1,2.202,1.153333333,99.7485,253.039
2017-10-01,4.1,7.4,13745.0,14062.7,13394.8,2.36,1.153870968,100.988,253.535
2017-11-01,4.2,7.0,13818.95,14078.4,13495.7,2.353333333,1.157,101.273,253.744
2017-12-01,4.1,6.6,13929.175,14111.5,13601.8,2.4025,1.301612903,101.3696,254.308
2018-01-01,4.0,7.4,13885.14,14211.4,13620.1,2.583809524,1.414516129,101.3561,255.007
2018-02-01,4.1,7.6,13840.4,14250.1,13657.2,2.858947368,1.4175,101.6495,255.472
2018-03-01,4.0,7.6,14006.425,14298.3,13725.0,2.842380952,1.506129032,102.298,256.117
2018-04-01,4.0,7.4,14084.64,14329.5,13809.3,2.869047619,1.692333333,103.4095,256.656
2018-05-01,3.8,7.5,13992.275,14373.2,13872.1,2.977727273,1.7,102.5408,257.157
2018-06-01,4.0,7.6,14083.6,14416.2,13912.9,2.912380952,1.819666667,103.3045,257.534
2018-07-01,3.8,7.6,14122.64,14467.0,13962.6,2.889047619,1.91,103.5474,257.93
2018-08-01,3.8,7.6,14178.6,14509.6,14014.5,2.889130435,1.91483871,104.1659,258.08
2018-09-01,3.7,7.6,14216.85,14498.8,14030.7,3.004210526,1.954666667,104.1315,258.534
2018-10-01,3.8,7.4,14218.3,14527.7,14119.6,3.152272727,2.187741935,103.9874,258.989
2018-11-01,3.8,7.2,14260.425,14550.4,14187.8,3.117,2.197666667,103.9127,259.415
2018-12-01,3.9,9.0,14451.88,14719.3,14050.6,2.832631579,2.274193548,103.867,259.873
2019-01-01,4.0,8.7,14453.1,14714.3,14104.4,2.713809524,2.4,103.3023,260.419
2019-02-01,3.8,8.8,14406.075,14742.1,14117.9,2.676315789,2.4,102.728,260.722
2019-03-01,3.8,8.2,14565.75,14732.5,14244.4,2.570952381,2.40516129,102.8635,261.339
2019-04-01,3.7,7.7,14648.32,14678.0,14329.3,2.532380952,2.423666667,102.2543,262.05
2019-05-01,3.7,7.4,14580.05,14673.5,14372.2,2.395,2.390967742,102.4519,262.384
2019-06-01,3.6,7.2,14737.55,14686.4,14425.7,2.074,2.377666667,102.384,263.117
2019-07-01,3.6,7.0,14820.54,14703.7,14487.4,2.059090909,2.402903226,102.0568,263.616
2019-08-01,3.7,7.2,14907.35,14777.8,14536.4,1.626363636,2.125806452,102.6882,264.151
2019-09-01,3.5,7.3,14997.26,14807.9,14564.7,1.6995,2.043,102.3143,264.603
2019-10-01,3.6,7.4,15127.825,14821.4,14607.9,1.706818182,1.829677419,101.4645,265.026
2019-11-01,3.6,7.5,15258.0,14885.9,14667.6,1.812105263,1.553333333,101.9876,265.427
2019-12-01,3.6,7.3,15416.2,14844.1,14686.3,1.862857143,1.550967742,101.6179,265.651
2020-01-01,3.5,7.8,15428.725,14976.5,14769.9,1.757619048,1.550645161,101.0918,266.306
2020-02-01,3.5,8.3,15379.75,15068.8,14785.1,1.504210526,1.583103448,101.3247,266.876
2020-03-01,4.4,13.1,15972.2,14844.0,13762.2,0.87,0.652258065,97.4477,266.82
2020-04-01,14.8,33.8,17073.075,17170.7,12021.8,0.657619048,0.049,84.2018,265.836
2020-05-01,13.3,24.8,17724.325,16333.0,13058.1,0.674,0.05,85.8434,265.637
2020-06-01,11.1,19.3,18088.28,16057.3,13889.3,0.728636364,0.077666667,91.1622,266.282
2020-07-01,10.2,18.7,18286.525,16151.9,14129.2,0.623636364,0.092580645,94.8887,267.722
2020-08-01,8.4,15.0,18330.78,15553.9,14270.5,0.65,0.09516129,95.8924,268.654
2020-09-01,7.8,14.3,18567.925,15643.4,14481.7,0.67952381,0.09,95.6019,269.155
2020-10-01,6.9,13.6,18687.475,15568.4,14546.0,0.787142857,0.09,96.6454,269.35
2020-11-01,6.7,13.0,18984.34,15366.5,14467.3,0.87,0.086333333,97.1609,269.819
2020-12-01,6.7,14.0,19265.1,15393.8,14389.5,0.933636364,0.09,98.2854,269.94
2021-01-01,6.3,19.9,19406.525,16988.6,14857.9,1.081052632,0.08516129,99.4076,270.025
2021-02-01,6.2,13.5,19515.4,15548.2,14699.6,1.257894737,0.075714286,96.3966,270.299
2021-03-01,6.0,26.6,19924.12,19119.5,15458.9,1.610869565,0.069677419,99.1618,271.214
2021-04-01,6.1,12.6,20299.675,16146.9,15618.7,1.635,0.069,99.2416,273.7
2021-05-01,5.8,10.4,20336.04,15669.5,15624.4,1.621,0.058064516,99.9226,275.718
2021-06-01,5.9,9.5,20463.275,15603.3,15802.0,1.519090909,0.078,100.4704,278.14
2021-07-01,5.4,10.6,20589.975,15739.4,15804.8,1.318571429,0.098064516,101.2442,279.054
2021-08-01,5.2,9.9,20788.78,15723.0,15975.8,1.283181818,0.092258065,101.1061,279.338
2021-09-01,4.8,8.2,20981.45,15468.7,16076.4,1.374761905,0.079333333,100.0811,280.017
2021-10-01,4.6,7.3,21152.35,15425.2,16290.7,1.5825,0.079032258,101.761,281.695
